Fiscal_Quarter,Revenue_USD
Q1-2023,329.0895
Q2-2022,145.359522
Q3-2022,610.0099200000001
Q3-2024,1195.6486140000002
Q4-2022,713.967858
Q4-2023,660.75264
Q1-2024,974.15136
Q2-2023,316.9584
Q2-2024,1786.6086300000002
Q3-2022,833.56614
Q3-2023,971.54316
Q4-2022,328.83084
Q4-2023,1340.8294500000002
Q1-2024,133.310976
Q2-2023,374.346624
Q3-2023,19.23168
Q3-2024,6.482112000000001
Q4-2023,31.297536000000004
Q1-2023,10688.17594
Q1-2026,3520.7872
Q2-2022,3228.49389
Q2-2023,12102.65368
Q2-2024,3331.32122
Q2-2025,3652.7099
Q3-2024,11073.0811
Q3-2025,12386.20628
Q3-2026,0.0
Q4-2024,15292.08306
Q4-2025,2842.3058
Q1-2024,3620.35926
Q1-2026,5161.63968
Q2-2027,4641.10047
Q2-2028,2276.8344
Q3-2023,4401.345330000001
Q3-2025,1632.54852
Q3-2026,1713.3292800000002
Q4-2024,3163.44852
Q4-2025,4214.3328
Q4-2026,4121.630730000001
Q1-2024,19260.239
Q1-2025,5673.7210000000005
Q2-2023,2533.76
Q2-2024,8530.626
Q3-2024,5723.034000000001
Q4-2024,7868.73
Q1-2024,6653.218
Q2-2023,39088.201
Q2-2024,4914.812
Q3-2023,22345.207
Q3-2024,22030.338000000003
Q4-2023,16489.375
Q1-2024,4.6305000000000005
Q1-2026,1.990156
Q2-2022,9.306375200000002
Q2-2023,0.759
Q2-2024,1.23882
Q2-2025,8.0851296
Q3-2024,2.7216288000000004
Q1-2025,2221.218
Q2-2023,976.508
Q1-2023,134.58821
Q4-2022,130.81414500000002
Q2-2022,1849.12416
Q2-2025,2509.2547200000004
Q3-2022,3918.81483
Q3-2023,766.8135000000001
Q3-2025,2056.2066000000004
Q4-2022,2035.57968
Q4-2023,332.92539000000005
Q4-2024,414.8928
Q4-2025,826.2839700000001
Q1-2025,2154.69
Q2-2024,1553.8318
Q2-2025,1315.247
Q3-2024,501.2712
Q4-2022,1117.8828
Q4-2025,1137.6708000000003
Q1-2026,0.54339
Q1-2027,0.5198522000000001
Q2-2022,2.2033268
Q2-2024,0.5184872
Q2-2025,0.5239400000000001
Q2-2026,0.7754584999999999
Q3-2025,0.2663088
Q4-2026,1.4699479
Q1-2024,1086.6672
Q2-2024,416.0008
Q2-2025,646.1909999999999
Q3-2024,121.882
Q3-2025,719.2986
Q4-2023,601.8906000000001
Q4-2024,453.17
Q4-2025,357.5184
Q1-2022,3716.6614800000007
Q2-2023,1337.5362000000002
Q2-2024,612.34516
Q2-2025,458.8416
Q3-2025,5772.0964
Q4-2023,4081.502880000001
Q1-2025,68.81637
Q4-2024,485.2856632
Q3-2023,25.0023829
Q1-2023,5125.05944
Q2-2023,5340.284
Q3-2022,4075.71428
Q4-2022,4961.61564
Q4-2023,7837.49318
Q1-2023,14652.50181
Q1-2024,17982.27925
Q2-2023,11027.95483
Q2-2024,7247.143239999999
Q3-2022,7315.30668
Q3-2024,2485.96023
Q4-2022,16681.45508
Q4-2023,1857.90967
Q3-2023,25026.48829
Q1-2024,0.8247707999999998
Q2-2024,4.766284499999999
Q2-2025,1.953897
Q3-2024,0.8534106
Q3-2025,0.8220168
Q4-2024,0.6752475
Q1-2025,17.6624608
Q2-2024,37.1291154
Q2-2025,27.7299836
Q3-2023,3.1184946
Q4-2024,20.1897668
Q1-2025,1.3389948
Q2-2025,0.2197624
Q3-2025,2.2124795
Q4-2025,0.4180671
Q1-2022,8491.32018
Q1-2024,7239.283839999999
Q2-2022,51338.52564
Q2-2025,47713.34852
Q3-2022,0.0
Q3-2023,64792.83045999999
Q4-2022,115537.16348
Q4-2023,42748.69296
Q4-2024,44033.0969
Q4-2025,6649.970039999999
Q1-2023,3474.06838
Q1-2024,1311.58784
Q2-2023,2196.20382
Q3-2023,1479.05872
Q4-2023,200.95884
Q1-2023,9.220939
Q4-2022,122.4207712
Q1-2024,1748.628
Q2-2022,10746.6398
Q2-2023,12615.12
Q2-2024,33877.470400000006
Q3-2022,14682.7238
Q3-2023,1065.4002
Q3-2024,6681.131200000001
Q3-2025,2461.4114000000004
Q4-2022,11965.2752
Q1-2026,36997.29666000001
Q2-2024,9995.333790000002
Q3-2023,28407.9288
Q4-2023,22737.70629
Q4-2026,32772.286620000006
Q1-2024,12884.87692
Q2-2023,49962.921870000006
Q2-2024,2280.4369600000005
Q3-2023,27936.903830000003
Q3-2024,38658.60381000001
Q3-2022,41537.00199999999
Q4-2022,103011.75
Q1-2023,685.6988
Q2-2022,545.5783200000001
Q2-2023,1807.17694
Q3-2022,6745.38564
Q4-2022,3324.5684
Q2-2023,5274.76212
Q3-2023,105846.59552
Q1-2023,451.71126
Q2-2022,1353.2241
Q2-2023,958.45335
Q1-2023,32678.758080000003
Q2-2023,16418.9316
Q3-2023,64616.87533000001
Q4-2022,55080.67025000001
Q1-2023,5215.382640000001
Q1-2025,3084.4268100000004
Q2-2024,11154.514320000002
Q2-2025,6831.3067200000005
Q2-2026,1131.64128
Q3-2025,4476.32109
Q4-2022,5621.720760000001
Q4-2024,6492.6792000000005
Q4-2025,5770.80126
Q1-2022,10849.74
Q1-2023,12339.288
Q1-2028,3641.4
Q2-2022,33935.244
Q2-2026,14580.736
Q2-2027,31438.677
Q3-2022,4262.895
Q4-2026,37677.23
Q1-2023,713.4969760000001
Q1-2024,270.097996
Q2-2022,465.47813
Q2-2023,470.865634
Q3-2022,441.09696
Q3-2023,1124.8975300000002
Q4-2023,362.891384
Q1-2024,1130.33372
Q2-2022,577.6736000000001
Q2-2023,252.84764
Q3-2022,197.81680000000003
Q3-2023,1406.72816
Q3-2024,242.75108000000003
Q4-2022,32.99734
Q4-2023,93.72322
Q4-2024,663.4359
Q1-2025,19947.87222
Q2-2024,16432.92497
Q3-2024,3695.50061
Q4-2023,12282.80627
Q1-2023,10643.12252
Q1-2024,10541.42876
Q2-2023,4062.9293
Q2-2024,9276.2034
Q3-2022,4506.23
Q4-2022,4797.26164
Q4-2023,1652.05
Q1-2024,309.62052800000004
Q2-2023,427.09618000000006
Q2-2024,235.825632
Q3-2023,668.7222079999999
Q4-2023,285.746552
Q1-2025,16388.653827
Q2-2025,8836.474143
Q2-2025,11682.701550000002
Q3-2025,1392.10812
Q1-2024,4174.4166000000005
Q1-2025,2214.28377
Q2-2024,9801.90566
Q2-2025,7350.02805
Q4-2024,3761.0232
Q1-2023,37234.38324
Q1-2024,8476.488
Q1-2026,34987.19952
Q2-2023,35876.890400000004
Q3-2022,32322.84366
Q3-2026,32671.694880000003
Q4-2023,0.0
Q4-2026,7917.15587
Q1-2023,427.53375
Q1-2024,484.50250000000005
Q1-2025,346.15925
Q2-2023,140.15699999999998
Q2-2024,797.2745
Q3-2023,430.94575
Q3-2024,400.71375
Q4-2023,357.72
Q4-2024,966.32075
Q1-2025,13540.17104
Q2-2024,9185.79951
Q3-2022,5380.53153
Q4-2022,3094.6483700000003
Q4-2023,32964.90232
Q4-2025,5913.97852
Q1-2024,745.96984
Q1-2025,1698.8195
Q1-2026,5821.1886
Q2-2022,0.0
Q2-2024,2987.7772000000004
Q2-2026,5517.90918
Q3-2022,4176.7383
Q4-2023,7620.32189
Q4-2024,4319.2688800000005
Q4-2025,2304.5641100000003
Q1-2024,15809.639040000002
Q1-2025,32085.24763
Q2-2023,7840.02774
Q2-2024,11297.60366
Q2-2025,9640.113690000002
Q3-2023,40413.65423
Q3-2024,18928.21515
Q3-2025,35423.319220000005
Q4-2023,2385.29605
Q4-2024,6050.36982
Q1-2022,8277.9885
Q1-2025,1858.218
Q1-2026,4311.2175
Q2-2022,8396.91475
Q2-2023,6698.12
Q3-2025,7466.96575
Q4-2023,5841.2085
Q1-2022,175.81145400000003
Q1-2023,450.199113
Q2-2023,448.6113632
Q2-2024,128.5545807
Q3-2024,180.0323707
Q3-2025,373.8353346
Q4-2022,56.956718
Q4-2024,119.7996345
Q1-2023,3383.3634
Q1-2024,2782.722
Q2-2022,914.004
Q3-2022,1005.8994
Q3-2024,3613.6152
Q3-2025,293.9356
Q4-2022,3123.0726000000004
Q4-2023,5125.1984
Q1-2023,1797.45258
Q1-2024,12049.516569999998
Q1-2025,9599.87658
Q1-2026,16180.116309999998
Q2-2022,7994.067479999999
Q3-2022,7255.074599999999
Q3-2023,1387.6456499999997
Q3-2024,15783.110019999998
Q3-2026,7220.157599999999
Q4-2022,3258.25556
Q4-2023,9580.596519999996
Q1-2024,7054.72414
Q2-2024,210.05344
Q3-2023,3087.1431
Q4-2023,1872.94888
Q1-2024,36717.38793
Q2-2023,14822.2233
Q3-2023,39890.26675
Q4-2023,23381.13111
Q1-2023,466.062912
Q1-2025,396.131256
Q2-2023,407.7807
Q2-2024,825.66474
Q3-2023,331.604448
Q4-2022,404.894592
Q4-2023,480.809772
Q4-2024,397.32396
Q1-2023,387.327886
Q3-2023,444.26474600000006
Q4-2023,192.035158
Q1-2024,245.47536
Q1-2025,778.7623500000001
Q2-2025,323.66628000000003
Q3-2023,560.98224
Q3-2024,224.0946
Q4-2023,594.65745
Q4-2024,351.4725000000001
Q2-2023,5521.362300000002
Q2-2024,9134.343880000002
Q2-2025,2549.5056400000003
Q3-2022,15037.749
Q3-2025,8791.280550000001
Q4-2022,1242.53024
Q4-2025,14597.43914
Q1-2023,22720.846
Q1-2024,23385.795
Q2-2023,6589.548
Q2-2024,1946.016
Q4-2022,10639.008
Q4-2023,24093.585
Q4-2024,19422.261
Q1-2022,346.579968
Q2-2023,1299.5771880000002
Q2-2024,285.62016
Q2-2025,147.67368
Q2-2027,1468.4876920000002
Q3-2022,394.259628
Q3-2024,1032.0891
Q3-2025,400.256976
Q4-2023,1372.1863400000002
Q4-2024,1008.130284
Q4-2025,332.782548
Q1-2023,14948.268720000002
Q1-2025,10731.58955
Q2-2023,38515.31568000001
Q2-2025,40557.37073
Q3-2025,3288.8025000000007
Q4-2022,26117.60772
Q4-2024,42995.59936000001
Q4-2025,35024.56452
Q1-2023,27441.89825
Q2-2023,26686.0945
Q2-2024,1957.41546
Q3-2024,0.0
Q4-2023,6065.090270000001
Q4-2024,2283.42792
Q1-2022,0.0
Q1-2026,0.0
Q2-2025,0.0
Q3-2025,0.0
Q2-2024,1994.3699
Q3-2024,6266.688
Q4-2024,1775.47016
Q1-2022,8666.34802
Q1-2023,6894.498520000001
Q1-2025,7206.831480000001
Q1-2027,1740.8499000000002
Q2-2023,8547.822510000002
Q2-2025,13089.42305
Q3-2024,11310.23894
Q4-2023,14427.284690000002
Q4-2024,1137.0117
Q1-2025,542.6480750000001
Q2-2025,247.8227088
Q3-2024,232.818032
Q3-2025,381.2405525
Q4-2024,210.0748485
Q1-2024,2643.42004
Q2-2024,778.9576000000002
Q3-2023,3548.822
Q4-2023,2635.64616
Q1-2023,91.83141
Q2-2022,2068.50608
Q2-2023,2293.38616
Q3-2022,1595.2858500000002
Q4-2022,494.60385
Q1-2024,8.025180800000001
Q2-2023,5.8889088
Q3-2023,3.6980644
Q4-2022,13.5123234
Q3-2022,37892.39158
Q4-2022,2513.4833200000003
Q1-2024,145.481376
Q2-2024,58.50331200000001
Q3-2023,177.318456
Q1-2023,72.39296
Q1-2024,85.256928
Q1-2027,388.517248
Q2-2022,29.898688
Q2-2023,181.5136
Q2-2025,19.471392
Q2-2027,441.74464
Q3-2024,249.269152
Q3-2025,342.43744000000004
Q3-2026,219.7608
Q4-2024,179.779584
Q4-2026,147.5424
Q1-2025,12957.86768
Q2-2025,30756.58374
Q3-2022,22468.972240000003
Q3-2024,23617.33458
Q4-2022,6127.27548
Q4-2023,26460.28064
Q4-2025,12519.91422
Q4-2026,3389.20296
Q1-2024,266.04256000000004
Q3-2024,869.28688
Q4-2023,483.19866
Q4-2024,210.22848
Q4-2025,339.78000000000003
Q2-2023,493.31479999999993
Q2-2024,366.164128
Q3-2023,300.98156
Q1-2022,61924.24623
Q2-2022,11118.50964
Q1-2023,9571.0
Q1-2024,13963.0
Q1-2025,18568.0
Q2-2022,8033.0
Q2-2025,17984.0
Q2-2026,17939.0
Q3-2025,26110.0
Q3-2026,14238.0
Q4-2023,11658.0
Q1-2023,1348.6888800000002
Q1-2025,2210.4765
Q1-2026,6297.297750000001
Q2-2023,4247.82036
Q2-2024,3264.32862
Q2-2025,10189.257570000002
Q3-2023,6600.92652
Q3-2025,4843.95714
Q3-2026,4239.0945
Q4-2025,455.7438
Q1-2023,1582.65872
Q1-2024,3748.31238
Q2-2023,2743.82824
Q3-2023,5704.93602
Q4-2023,200.6177
Q1-2024,5752.59381
Q2-2024,82725.55109000001
Q1-2023,1051.3143
Q1-2024,866.6583999999999
Q2-2023,518.27602
Q2-2024,673.18762
Q3-2022,1048.72504
Q3-2023,1309.42112
Q3-2024,1139.2004000000002
Q4-2023,551.00104
Q4-2024,422.688
Q1-2025,65392.70132
Q2-2022,7387.234399999999
Q2-2023,49815.77159
Q2-2025,65051.11958
Q3-2025,51160.88193
Q4-2022,6502.146
Q4-2023,7753.24586
Q4-2025,3567.57605
Q1-2022,2635.9205
Q1-2026,377.468
Q2-2023,3644.19
Q2-2025,932.63125
Q2-2026,3243.65275
Q3-2025,5377.18225
Q4-2023,582.967
Q4-2024,197.3305
Q1-2023,10402.31172
Q1-2025,10409.95962
Q2-2023,1373.1144
Q2-2024,758.16256
Q3-2024,10028.435599999995
Q4-2023,8983.197439999998
Q1-2022,172.77225600000003
Q1-2025,67.914288
Q2-2022,81.15754400000002
Q2-2025,70.70200000000001
Q2-2026,283.13889000000006
Q4-2023,149.01673200000002
Q1-2022,4083.3261
Q2-2024,11428.09668
Q4-2023,8972.652150000002
Q4-2024,7727.66811
Q1-2023,1.3646694
Q1-2024,4.294398500000001
Q1-2025,12.1604598
Q2-2024,5.6956432
Q3-2024,11.3386713
Q4-2023,7.284039
Q4-2024,4.8618416
Q1-2025,1596.424
Q2-2022,8725.344000000001
Q2-2024,1905.53
Q2-2027,16483.376
Q4-2022,42016.342
Q4-2023,3572.84
Q4-2026,9777.856
Q1-2024,11.97616
Q2-2022,21.161532
Q2-2023,187.688956
Q2-2025,65.29768
Q3-2022,68.165384
Q3-2023,92.27859200000002
Q3-2024,59.3096
Q4-2022,156.67607199999998
Q4-2023,202.995072
Q4-2024,40.86992
Q1-2023,3598.36992
Q2-2024,2943.71388
Q3-2022,2249.1391500000004
Q3-2023,1983.53232
Q3-2024,785.1621600000001
Q4-2022,440.14725
Q4-2023,2086.02432
Q4-2024,221.88384
Q1-2024,73.3276743
Q1-2025,16.8588884
Q2-2024,7.7676584
Q3-2024,137.31224550000002
Q3-2025,43.7640516
Q4-2024,15.115803
Q1-2024,2901.239
Q2-2023,5665.939
Q4-2023,3905.132
Q1-2022,980.086
Q1-2026,1918.604
Q3-2024,5538.37375
Q4-2022,7330.174749999999
Q4-2024,8342.82775
Q1-2023,2101.29363
Q1-2024,944.06553
Q2-2024,2056.42152
Q3-2023,588.6594
Q3-2024,2011.58073
Q4-2023,4540.524660000001
Q3-2023,241929.41708
Q4-2023,8596.372190000002
Q1-2027,2684.002176
Q3-2023,1877.29776
Q3-2025,6716.211648
Q3-2026,2253.6574080000005
Q4-2023,2354.2967040000003
Q1-2024,2656.49895
Q1-2025,3767.3234
Q2-2023,1615.0922400000002
Q2-2024,2511.95623
Q2-2025,1382.6214
Q3-2023,1585.1434
Q3-2024,1658.8426600000005
Q4-2023,1770.4434000000003
Q4-2024,288.91104
Q1-2022,18550.16064
Q1-2024,25922.81055000001
Q1-2025,33752.67186
Q1-2027,22051.837960000004
Q2-2022,4055.3232
Q2-2023,9558.34407
Q2-2024,26852.55984
Q2-2026,2295.04296
Q2-2027,8078.682150000001
Q3-2023,2942.58035
Q3-2026,6425.033340000001
Q4-2022,20552.44704
Q4-2023,17111.264720000003
Q1-2023,2559.8410000000003
Q1-2024,6499.938
Q2-2022,790.632
Q2-2023,9555.98
Q2-2024,8442.534
Q3-2022,10918.896
Q3-2023,5886.57
Q3-2024,9056.698
Q4-2024,9573.14
Q1-2024,3672.0901
Q2-2025,2873.109200000001
Q1-2022,85.2752
Q1-2025,1308.1904
Q1-2026,481.9452
Q1-2027,1662.6206000000002
Q2-2024,207.3248
Q2-2026,117.9276
Q2-2027,1016.8016
Q3-2022,1430.2558
Q4-2022,386.08
Q4-2025,424.4904
Q1-2024,229.659768
Q2-2022,206.08038
Q2-2024,161.716644
Q3-2022,201.445578
Q3-2023,126.98244
Q3-2025,205.881048
Q4-2022,15.601193999999998
Q4-2025,200.8314
Q1-2023,135.924576
Q2-2022,34.130720000000004
Q2-2023,77.56800000000001
Q2-2025,105.86816
Q3-2022,20.075328
Q3-2023,126.74656000000002
Q3-2025,77.332992
Q4-2022,147.48310400000005
Q1-2022,37005.0441
Q1-2023,2851.62498
Q1-2028,50224.78017
Q2-2027,20676.72776
Q2-2028,37844.94336
Q3-2024,29749.38678
Q3-2025,36519.85584
Q3-2026,53943.33763
Q4-2024,43949.41045
Q4-2027,15535.47312
Q1-2022,115.940608
Q2-2025,244.76116
Q3-2022,89.5404
Q3-2025,260.5128
Q4-2022,260.431542
Q4-2023,278.23075600000004
Q4-2024,118.911658
Q1-2024,3189.1106
Q2-2024,121.41360000000002
Q3-2024,829.0296000000001
Q4-2024,524.264
Q1-2024,689.1350600000001
Q1-2025,895.6660800000001
Q2-2024,4883.421270000001
Q2-2025,3501.1868200000004
Q3-2024,3415.93465
Q4-2023,403.24986000000007
Q4-2024,1863.62423
Q2-2024,8457.537620000001
Q3-2024,6467.58
Q1-2024,6288.31125
Q2-2024,1665.8249999999998
Q3-2023,6439.404
Q3-2024,1458.8245
Q4-2022,28961.60675
Q4-2023,8382.16
Q4-2024,6331.543250000001
Q4-2025,6618.26
Q1-2024,8430.67
Q2-2024,19850.278
Q1-2023,2676.714
Q2-2022,2299.987
Q2-2023,163.39999999999998
Q3-2023,1276.64
Q4-2023,995.088
Q1-2023,8.3715808
Q1-2024,10.820052100000002
Q2-2023,4.2622976
Q2-2024,8.798488599999999
Q3-2024,25.1896634
Q4-2023,13.495693200000002
Q1-2023,37.0108872
Q1-2024,33.530302400000004
Q2-2023,2.6162624
Q2-2025,3.7849752
Q3-2024,24.205204
Q4-2022,3.37272
Q4-2024,53.610848
Q1-2023,0.0
Q1-2024,264.42801000000003
Q1-2025,228.6306
Q2-2023,250.27920000000003
Q2-2024,28.71531
Q2-2025,329.03766
Q3-2024,298.5579
Q4-2023,333.34416
Q1-2023,65.074724
Q2-2023,0.0
Q2-2024,47.223
Q3-2022,99.746196
Q4-2023,134.880592
Q2-2023,11580.36165
Q2-2024,5109.78912
Q3-2022,2161.51206
Q3-2024,10448.37255
Q4-2022,15394.259279999998
Q4-2024,9722.4723
Q1-2024,352.420852
Q2-2024,128.096024
Q3-2024,117.68064
Q4-2023,377.463436
Q4-2024,59.712408
Q3-2025,1354.43618
Q4-2025,4622.39134
Q1-2024,16022.361599999998
Q1-2025,21146.0217
Q2-2024,18363.83112
Q3-2022,28406.27196
Q3-2023,12636.7136
Q3-2025,5955.938099999999
Q3-2026,19445.01552
Q1-2025,0.005614
Q2-2024,0.1004058
Q3-2025,0.0111867
Q4-2023,0.0525616
Q4-2025,0.0092988
Q1-2024,5517.491679999999
Q1-2025,4417.06265
Q2-2024,15201.70016
Q2-2025,632.6011199999999
Q3-2024,9255.490999999998
Q4-2023,4359.28688
Q4-2024,6555.77975
Q3-2025,1.1642884
Q1-2027,14518.920669999998
Q2-2022,11205.4386
Q2-2024,8740.444800000001
Q2-2026,7850.38308
Q3-2023,6426.8223
Q3-2024,10590.2887
Q4-2022,10148.33124
Q1-2022,22.0848012
Q1-2023,13.210428
Q1-2024,14.1248184
Q1-2025,2.6620440000000003
Q1-2026,2.4717
Q2-2024,4.5293248
Q2-2025,5.5741224
Q3-2022,17.3036941
Q3-2023,14.7216839
Q3-2024,2.95603
Q3-2025,5.031873000000001
Q4-2022,15.184169
Q4-2023,16.7109173
Q1-2024,3137.43
Q1-2025,10666.269
Q2-2023,6734.749999999999
Q2-2025,14921.6
Q3-2022,3796.96
Q3-2023,22001.979
Q3-2024,23915.595
Q3-2025,28558.881
Q4-2022,44166.492
Q4-2023,37448.05
Q4-2024,23001.888000000003
Q1-2025,17672.89485
Q1-2026,53891.0061
Q2-2022,17319.56263
Q2-2024,55531.50624
Q3-2022,38404.58258
Q3-2023,47816.66827
Q3-2024,38359.9558
Q4-2025,8952.950439999999
Q1-2024,108.4512
Q1-2025,625.2512
Q2-2022,328.0874
Q2-2023,253.9458
Q2-2025,541.1768000000001
Q2-2026,163.846
Q3-2022,411.18840000000006
Q3-2023,192.03
Q3-2024,78.88320000000002
Q3-2025,1129.7692000000002
Q4-2022,413.4014
Q4-2023,455.4808
Q1-2022,84749.973
Q1-2023,2248.049
Q1-2025,53440.123
Q2-2025,26109.117
Q3-2023,4597.74
Q3-2024,47579.52
Q4-2023,20221.824
Q4-2025,31852.87
Q1-2024,963.232
Q2-2023,5021.6140000000005
Q2-2024,949.469
Q3-2024,1529.605
Q4-2022,1089.774
Q4-2023,308.798
Q1-2023,6978.3653
Q1-2025,31523.86384
Q2-2022,49743.52994
Q3-2022,27914.833510000004
Q3-2023,5580.189600000001
Q3-2024,11908.38734
Q3-2026,34315.162000000004
Q4-2022,6217.46028
Q4-2023,33067.508760000004
Q1-2025,8984.358
Q2-2023,5949.018000000001
Q2-2024,3318.70932
Q2-2025,5892.713280000001
Q3-2025,8865.037980000001
Q4-2022,557.16687
Q4-2023,3208.7493900000004
Q4-2024,4210.01253
Q1-2023,17400.92895
Q1-2024,11600.02634
Q2-2023,19074.38524
Q3-2023,4874.0058500000005
Q4-2022,898.5742000000001
Q4-2023,6061.619710000001
Q1-2023,8955.8876
Q1-2024,17769.98224
Q2-2023,6601.691140000001
Q2-2024,9953.859949999998
Q3-2023,1737.9416599999995
Q4-2022,1488.55938
Q4-2023,10997.10018
Q1-2023,21.6211032
Q1-2025,54.8433396
Q2-2023,55.2282264
Q2-2027,48.60250559999999
Q3-2024,56.1324456
Q3-2025,53.86518
Q4-2022,4.0879296
Q4-2023,62.73079559999999
Q2-2023,15289.0
Q2-2025,25786.0
Q3-2022,70936.0
Q4-2023,33648.0
Q4-2025,15727.0
Q1-2022,2190.42149
Q1-2023,11390.64497
Q2-2022,7835.24373
Q2-2023,10314.150070000002
Q2-2024,4148.1901100000005
Q2-2026,1896.64142
Q3-2023,6553.918210000001
Q3-2025,7743.3600000000015
Q3-2026,9373.52912
Q4-2025,12305.78826
Q1-2024,719.820128
Q2-2023,888.700704
Q2-2024,176.087424
Q2-2025,68.401632
Q3-2023,717.15664
Q4-2023,425.37984000000006
Q2-2023,12.47094
Q3-2024,27.67046400000001
Q2-2024,13531.97504
Q3-2022,458.18368
Q4-2022,5265.188320000001
Q4-2023,1155.94064
Q1-2024,91.2635676
Q1-2025,10.33207
Q2-2025,91.1704108
Q3-2022,8.107134
Q3-2023,5.673379100000001
Q4-2022,18.2517246
Q4-2023,5.8465473
Q4-2024,112.9132575
Q4-2023,58533.854
Q1-2024,1896.4103400000004
Q2-2024,1413.8608000000002
Q3-2023,10613.48805
Q4-2023,16887.32858
Q4-2024,12008.10708
Q1-2024,60.499872
Q2-2022,260.08266000000003
Q3-2023,601.835496
Q4-2022,95.48262
Q1-2023,2150.6755500000004
Q2-2024,158.34528
Q2-2025,2543.6413800000005
Q3-2022,1508.5218600000003
Q3-2025,394.632
Q4-2023,1397.32128
Q4-2024,917.5923
Q2-2022,8886.86128
Q2-2024,6033.2422
Q3-2026,8725.43398
Q4-2022,703.9028
Q4-2023,6415.713419999999
Q1-2024,11446.31
Q2-2022,3109.715
Q2-2025,15133.78
Q3-2022,8704.0
Q3-2023,13617.11
Q3-2025,3733.576
Q4-2022,8318.488
Q1-2022,1398.318056
Q2-2025,760.8868620000001
Q2-2026,1128.394176
Q3-2022,1131.086362
Q3-2024,2299.942846
Q4-2025,372.04245
Q1-2023,877.608
Q1-2024,11312.012
Q1-2026,6713.072999999999
Q1-2027,1337.361
Q2-2024,1517.76
Q2-2025,2307.956
